date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,traffic_volume
2012-10-07 00:00:00,0,294,70,10,260,2,2,276.11,0.0,0.0,75,0,1233
2012-10-07 03:00:00,0,26,70,12,270,6,6,275.73,0.0,0.0,90,0,323
2012-10-07 04:00:00,0,246,70,8,260,7,7,275.65,0.0,0.0,90,0,312
2012-10-07 05:00:00,0,259,70,7,270,4,4,275.51,0.0,0.0,75,0,627
2012-10-07 06:00:00,0,33,52,8,280,9,9,275.05,0.0,0.0,90,0,1508
2012-10-07 07:00:00,0,125,52,8,290,3,3,274.77,0.0,0.0,90,0,1539
2012-10-07 08:00:00,0,247,52,5,280,9,9,274.77,0.0,0.0,75,0,2232
2012-10-07 09:00:00,0,178,56,7,290,7,7,275.55,0.0,0.0,75,0,4568
2012-10-07 10:00:00,0,297,56,8,280,7,7,276.24,0.0,0.0,75,0,4624
2012-10-07 11:00:00,0,250,56,7,290,1,1,277.01,0.0,0.0,90,0,4529
2012-10-07 12:00:00,0,299,56,9,270,5,5,277.43,0.0,0.0,90,0,5139
2012-10-07 13:00:00,0,260,56,8,270,5,5,278.45,0.0,0.0,90,0,6640
2012-10-07 14:00:00,0,174,28,8,275,8,8,279.27,0.0,0.0,90,0,6589
2012-10-07 15:00:00,0,150,56,9,280,1,1,279.27,0.0,0.0,90,0,4429
2012-10-07 16:00:00,0,129,60,7,280,7,7,279.44,0.0,0.0,90,0,4329
2012-10-07 17:00:00,0,170,64,6,270,5,5,279.32,0.0,0.0,90,0,3833
2012-10-07 18:00:00,0,114,69,5,260,4,4,279.27,0.0,0.0,90,0,4015
2012-10-07 19:00:00,0,101,80,4,260,1,1,278.11,0.0,0.0,90,0,3382
2012-10-07 20:00:00,0,213,80,5,250,2,2,276.79,0.0,0.0,75,0,2815
2012-10-07 21:00:00,0,49,60,7,280,4,4,275.73,0.0,0.0,90,0,2110
2012-10-07 22:00:00,0,63,56,8,260,5,5,274.88,0.0,0.0,75,0,1555
2012-10-07 23:00:00,0,98,45,8,290,9,9,273.92,0.0,0.0,20,0,959
2012-10-08 00:00:00,1,144,45,9,300,5,5,273.08,0.0,0.0,20,0,455
2012-10-08 01:00:00,0,11,42,7,290,6,6,272.62,0.0,0.0,20,0,336
2012-10-08 02:00:00,0,106,42,8,280,7,7,271.78,0.0,0.0,1,1,265
2012-10-08 03:00:00,0,65,45,10,310,8,8,271.05,0.0,0.0,1,1,314
2012-10-08 04:00:00,0,133,48,7,300,6,6,270.63,0.0,0.0,1,1,779
2012-10-08 05:00:00,0,194,48,8,290,2,2,270.33,0.0,0.0,1,1,2571
2012-10-08 06:00:00,0,134,52,6,290,6,6,269.61,0.0,0.0,20,0,5563
2012-10-08 07:00:00,0,273,52,8,280,9,9,270.01,0.0,0.0,20,0,6676
2012-10-08 08:00:00,0,200,56,7,300,4,4,271.23,0.0,0.0,20,0,5966
2012-10-08 09:00:00,0,224,55,8,310,6,6,273.71,0.0,0.0,20,0,4832
2012-10-08 10:00:00,0,230,55,6,300,4,4,276.77,0.0,0.0,20,0,4395
2012-10-08 11:00:00,0,208,59,5,300,7,7,279.47,0.0,0.0,20,0,4411
2012-10-08 12:00:00,0,183,62,5,300,1,1,279.84,0.0,0.0,1,1,4648
2012-10-08 13:00:00,0,226,65,5,300,1,1,282.34,0.0,0.0,40,0,4602
2012-10-08 14:00:00,0,215,69,5,300,9,9,282.94,0.0,0.0,40,0,5125
2012-10-08 15:00:00,0,76,69,7,310,1,1,283.48,0.0,0.0,1,1,5502
2012-10-08 16:00:00,0,183,69,5,320,5,5,284.33,0.0,0.0,1,1,5979
2012-10-08 17:00:00,0,87,69,6,330,9,9,284.48,0.0,0.0,40,0,5663
2012-10-08 18:00:00,0,51,74,4,320,1,1,284.23,0.0,0.0,40,0,4259
2012-10-08 19:00:00,0,73,74,4,330,8,8,281.99,0.0,0.0,20,0,3069
2012-10-08 20:00:00,0,208,69,5,330,6,6,279.81,0.0,0.0,1,1,2378
2012-10-08 21:00:00,0,99,64,4,340,5,5,279.35,0.0,0.0,1,1,2030
2012-10-08 22:00:00,0,16,55,6,340,5,5,278.9,0.0,0.0,1,1,1400
2012-10-08 23:00:00,0,272,59,5,330,8,8,278.46,0.0,0.0,1,1,917
2012-10-09 00:00:00,0,131,41,4,340,8,8,277.78,0.0,0.0,1,1,515
2012-10-09 01:00:00,0,173,41,4,350,1,1,277.27,0.0,0.0,1,1,302
2012-10-09 02:00:00,0,125,41,4,310,9,9,277.47,0.0,0.0,1,1,251
2012-10-09 04:00:00,0,22,45,2,320,8,8,276.97,0.0,0.0,20,0,798
2012-10-09 05:00:00,0,29,41,5,350,7,7,276.52,0.0,0.0,40,0,2678
2012-10-09 06:00:00,0,210,38,3,350,8,8,276.6,0.0,0.0,40,0,5733
2012-10-09 07:00:00,0,263,38,2,360,4,4,277.31,0.0,0.0,75,0,6449
2012-10-09 08:00:00,0,95,41,1,290,6,6,278.38,0.0,0.0,90,0,5765
2012-10-09 09:00:00,0,189,48,1,270,3,3,279.35,0.0,0.0,90,0,5599
2012-10-09 10:00:00,0,246,51,1,250,2,2,281.37,0.0,0.0,90,0,4534
2012-10-09 11:00:00,0,70,59,0,0,4,4,283.11,0.0,0.0,90,0,4691
2012-10-09 12:00:00,0,224,64,1,250,8,8,284.08,0.0,0.0,75,0,5067
2012-10-09 13:00:00,0,224,69,0,0,4,4,285.14,0.0,0.0,75,0,5030
2012-10-09 14:00:00,0,99,69,0,0,1,1,286.35,0.0,0.0,90,0,5300
2012-10-09 15:00:00,0,105,69,1,220,6,6,287.23,0.0,0.0,100,2,5777
2012-10-09 16:00:00,0,70,80,1,200,1,1,288.53,0.0,0.0,90,0,6349
2012-10-09 17:00:00,0,65,79,1,200,8,8,290.37,0.0,0.0,90,0,6127
2012-10-09 18:00:00,0,229,79,1,200,6,6,290.13,0.0,0.0,90,0,4460
2012-10-09 19:00:00,0,103,74,2,230,6,6,288.86,0.0,0.0,75,0,3418
2012-10-09 20:00:00,0,49,74,0,0,4,4,287.36,0.0,0.0,90,0,2775
2012-10-09 21:00:00,0,257,74,3,220,1,1,285.11,0.0,0.0,90,0,2306
2012-10-09 22:00:00,0,226,51,5,230,2,2,283.46,0.0,0.0,90,0,1846
2012-10-09 23:00:00,0,163,44,4,230,4,4,282.45,0.0,0.0,90,0,947
2012-10-10 00:00:00,0,71,42,3,220,7,7,281.88,0.0,0.0,90,0,494
2012-10-10 01:00:00,0,249,31,4,230,3,3,281.78,0.0,0.0,90,0,332
2012-10-10 02:00:00,0,199,27,5,220,1,1,281.09,0.0,0.0,75,0,261
2012-10-10 03:00:00,0,155,31,4,210,5,5,281.17,0.0,0.0,90,0,361
2012-10-10 06:00:00,0,19,25,4,210,3,3,281.25,0.0,0.0,92,1,5875
2012-10-10 07:00:00,0,139,21,6,220,2,2,281.25,0.0,0.0,99,2,6793
2012-10-10 08:00:00,0,184,27,2,170,2,2,280.1,0.0,0.0,99,2,6283
2012-10-10 09:00:00,0,248,33,3,160,3,3,279.61,0.0,0.0,99,2,5680
2012-10-10 10:00:00,0,76,39,3,170,2,2,279.67,0.0,0.0,99,1,4632
2012-10-10 11:00:00,0,90,45,2,130,2,2,280.19,0.0,0.0,1,1,4887
2012-10-10 12:00:00,0,86,51,2,140,3,3,282.09,0.0,0.0,75,0,5030
2012-10-10 13:00:00,0,257,42,2,200,7,7,282.26,0.0,0.0,75,0,5067
2012-10-10 14:00:00,0,204,45,2,195,9,9,282.05,0.0,0.0,90,0,5227
2012-10-10 15:00:00,0,77,48,3,190,2,2,281.59,0.0,0.0,90,0,5610
2012-10-10 16:00:00,0,65,52,2,190,2,2,281.23,0.0,0.0,81,1,6286
2012-10-10 18:00:00,0,108,52,2,180,8,8,282.6,0.0,0.0,81,1,4775
2012-10-10 19:00:00,0,279,56,2,190,8,8,282.6,0.0,0.0,81,1,3340
2012-10-10 20:00:00,0,85,52,3,170,7,7,282.6,0.0,0.0,81,1,3013
2012-10-10 21:00:00,0,75,52,2,170,6,6,282.6,0.0,0.0,81,1,2603
2012-10-10 22:00:00,0,42,49,3,150,9,9,282.6,0.0,0.0,81,1,1910
2012-10-10 23:00:00,0,278,43,4,180,5,5,282.6,0.0,0.0,81,1,1037
2012-10-11 01:00:00,0,39,43,4,180,4,4,273.9,0.0,0.0,1,1,347
2012-10-11 03:00:00,0,35,43,5,170,4,4,274.4,0.0,0.0,75,0,350
2012-10-11 04:00:00,0,219,43,4,180,8,8,274.05,0.0,0.0,75,0,850
2012-10-11 05:00:00,0,278,41,5,200,5,5,273.71,0.0,0.0,40,0,2791
2012-10-11 06:00:00,0,132,41,4,200,6,6,272.66,0.0,0.0,1,1,5809
2012-10-11 07:00:00,0,42,27,5,210,1,1,272.65,0.0,0.0,1,1,6798
2012-10-11 08:00:00,0,152,31,4,260,8,8,272.52,0.0,0.0,1,1,6304
2012-10-11 09:00:00,0,154,36,6,280,8,8,275.19,0.0,0.0,20,0,5291
2012-10-11 10:00:00,0,271,44,6,280,9,9,275.34,0.0,0.0,1,1,4638
2012-10-11 14:00:00,0,14,47,7,300,8,8,284.1,0.0,0.0,50,1,5557
2012-10-11 15:00:00,0,170,54,7,300,1,1,284.1,0.0,0.0,50,1,5818
2012-10-11 16:00:00,0,153,53,2,290,2,2,283.78,0.0,0.0,75,0,6272
2012-10-11 17:00:00,0,161,57,1,230,9,9,283.52,0.0,0.0,75,0,5944
2012-10-11 18:00:00,0,14,57,2,220,3,3,283.32,0.0,0.0,90,0,4949
2012-10-11 19:00:00,0,204,61,1,220,7,7,282.06,0.0,0.0,90,0,3511
2012-10-11 20:00:00,0,134,61,3,220,6,6,281.95,0.0,0.0,90,0,3039
2012-10-11 21:00:00,0,85,63,2,253,5,5,281.81,0.0,0.0,90,0,2679
2012-10-11 22:00:00,0,178,65,1,286,3,3,282.16,0.0,0.0,90,0,2094
2012-10-11 23:00:00,0,226,68,0,320,4,4,282.53,0.0,0.0,90,0,1284
2012-10-12 00:00:00,0,192,66,3,260,6,6,283.91,0.0,0.0,90,0,630
2012-10-12 01:00:00,0,122,65,7,310,6,6,284.64,0.0,0.0,90,0,410
2012-10-12 02:00:00,0,285,87,4,280,3,3,284.61,0.0,0.0,90,0,331
2012-10-12 03:00:00,0,187,75,3,217,6,6,283.18,0.0,0.0,72,3,372
2012-10-12 04:00:00,0,134,75,5,260,8,8,282.26,0.0,0.0,72,2,739
2012-10-12 05:00:00,0,208,57,7,270,7,7,280.77,0.0,0.0,72,3,2561
2012-10-12 06:00:00,0,147,39,9,270,1,1,278.53,0.0,0.0,75,0,5586
2012-10-12 07:00:00,0,227,42,6,290,1,1,277.64,0.0,0.0,75,0,6992
2012-10-12 08:00:00,0,177,42,6,270,8,8,277.9,0.0,0.0,90,0,5860
2012-10-12 09:00:00,0,143,49,4,313,9,9,278.18,0.0,0.0,90,0,5230
2012-10-12 10:00:00,0,170,47,5,305,8,8,279.29,0.0,0.0,75,0,4864
2012-10-12 11:00:00,0,281,45,7,297,4,4,280.45,0.0,0.0,75,0,5146
2012-10-12 12:00:00,0,289,45,7,297,4,4,280.95,0.0,0.0,40,0,5526
2012-10-12 13:00:00,0,257,45,7,297,3,3,281.74,0.0,0.0,40,0,5383
2012-10-12 14:00:00,0,231,45,7,297,7,7,281.84,0.0,0.0,75,0,5758
2012-10-12 15:00:00,0,181,45,7,297,1,1,282.45,0.0,0.0,75,0,5889
2012-10-12 16:00:00,0,268,45,7,297,1,1,282.2,0.0,0.0,75,0,6057
2012-10-12 17:00:00,0,265,57,5,288,2,2,281.54,0.0,0.0,40,0,6028
2012-10-12 18:00:00,0,177,69,3,280,4,4,280.21,0.0,0.0,20,0,5257
2012-10-12 23:00:00,0,129,66,4,285,1,1,282.2,0.0,0.0,56,1,1897
2012-10-13 00:00:00,0,28,64,4,290,5,5,272.58,0.0,0.0,1,1,1335
2012-10-13 01:00:00,0,256,64,4,300,2,2,272.06,0.0,0.0,1,1,769
2012-10-13 02:00:00,0,214,64,3,280,5,5,270.99,0.0,0.0,1,1,570
2012-10-13 03:00:00,0,76,74,3,260,5,5,270.29,0.0,0.0,20,0,413
2012-10-13 04:00:00,0,194,74,2,260,6,6,269.48,0.0,0.0,1,1,399
2012-10-13 05:00:00,0,117,86,2,260,9,9,269.27,0.0,0.0,1,1,740
2012-10-13 06:00:00,0,174,64,2,270,3,3,268.91,0.0,0.0,1,1,1420
2012-10-13 07:00:00,0,130,80,1,240,3,3,268.98,0.0,0.0,75,0,2220
2012-10-13 08:00:00,0,93,68,2,244,3,3,269.23,0.0,0.0,40,0,3479
2012-10-13 09:00:00,0,270,57,3,248,2,2,272.61,0.0,0.0,40,0,4546
2012-10-13 10:00:00,0,116,45,3,252,8,8,276.78,0.0,0.0,20,0,4579
2012-10-13 11:00:00,0,132,34,4,257,6,6,279.22,0.0,0.0,1,1,4438
2012-10-13 12:00:00,0,82,34,4,257,6,6,280.35,0.0,0.0,1,1,4623
2012-10-13 13:00:00,0,163,29,6,260,5,5,281.81,0.0,0.0,1,1,4440
2012-10-13 14:00:00,0,298,29,4,250,8,8,283.05,0.0,0.0,1,1,4495
2012-10-13 15:00:00,0,106,34,2,220,9,9,283.96,0.0,0.0,1,1,4483
2012-10-13 16:00:00,0,287,39,2,140,2,2,284.53,0.0,0.0,1,1,4591
2012-10-13 17:00:00,0,263,39,3,130,5,5,284.44,0.0,0.0,1,1,4477
2012-10-13 18:00:00,0,91,42,2,120,3,3,283.64,0.0,0.0,1,1,4221
2012-10-13 19:00:00,0,26,37,3,150,3,3,281.85,0.0,0.0,20,0,3672
2012-10-13 20:00:00,0,189,37,4,160,6,6,281.38,0.0,0.0,1,1,3015
2012-10-13 21:00:00,0,225,32,5,190,1,1,281.84,0.0,0.0,75,0,2769
2012-10-13 22:00:00,0,31,34,7,210,8,8,282.23,0.0,0.0,90,0,2875
2012-10-13 23:00:00,0,245,37,6,220,6,6,282.18,0.0,0.0,90,0,1931
2012-10-14 00:00:00,0,220,37,6,240,4,4,282.49,0.0,0.0,90,0,1309
2012-10-14 01:00:00,0,295,40,3,270,1,1,282.54,0.0,0.0,90,0,870
2012-10-14 02:00:00,0,216,43,5,320,2,2,282.58,0.0,0.0,90,0,654
2012-10-14 03:00:00,0,264,52,6,350,8,8,282.23,0.0,0.0,90,0,364
2012-10-14 04:00:00,0,20,80,3,360,9,9,282.08,0.0,0.0,90,0,262
2012-10-14 05:00:00,0,43,75,5,350,4,4,282.23,0.0,0.0,90,0,505
2012-10-14 06:00:00,0,130,75,7,350,4,4,282.24,0.0,0.0,90,0,861
2012-10-14 07:00:00,0,245,60,5,360,4,4,282.24,0.0,0.0,90,0,1132
2012-10-14 08:00:00,0,192,52,6,330,1,1,282.24,0.0,0.0,57,4,1797
2012-10-14 09:00:00,0,87,42,9,330,3,3,282.43,0.0,0.0,57,3,2685
2012-10-14 10:00:00,0,217,25,6,320,6,6,282.33,0.0,0.0,57,3,3370
2012-10-14 11:00:00,0,26,21,5,350,6,6,282.82,0.0,0.0,57,3,3662
2012-10-14 12:00:00,0,263,25,6,328,7,7,283.33,0.0,0.0,57,4,4076
2012-10-14 13:00:00,0,123,29,6,325,1,1,283.75,0.0,0.0,93,2,4128
2012-10-14 14:00:00,0,208,59,1,340,2,2,284.09,0.0,0.0,93,4,4358
2012-10-14 15:00:00,0,166,74,0,0,8,8,284.55,0.0,0.0,93,4,4342
2012-10-14 16:00:00,0,295,79,0,0,9,9,284.68,0.0,0.0,93,4,4234
2012-10-14 17:00:00,0,108,74,0,0,5,5,284.64,0.0,0.0,93,2,4271
2012-10-14 18:00:00,0,199,74,0,0,3,3,284.4,0.0,0.0,93,4,4080
2012-10-14 19:00:00,0,282,55,2,150,2,2,284.17,0.0,0.0,93,4,3453
2012-10-14 20:00:00,0,27,38,4,130,8,8,284.03,0.0,0.0,93,4,2718
2012-10-14 21:00:00,0,183,36,3,0,5,5,283.58,0.0,0.0,93,4,2439
2012-10-14 22:00:00,0,129,31,4,160,4,4,283.04,0.0,0.0,93,4,1819
2012-10-14 23:00:00,0,265,24,5,140,9,9,281.95,0.0,0.0,93,4,1002
2012-10-15 00:00:00,0,40,18,4,170,7,7,281.61,0.0,0.0,93,4,542
2012-10-15 01:00:00,0,202,23,6,160,4,4,281.57,0.0,0.0,85,6,303
2012-10-15 02:00:00,0,242,26,4,150,5,5,281.42,0.0,0.0,85,6,239
2012-10-15 03:00:00,0,55,28,2,0,2,2,281.29,0.0,0.0,85,4,335
2012-10-15 04:00:00,0,58,28,4,140,4,4,281.02,0.0,0.0,85,4,810
2012-10-15 05:00:00,0,294,31,5,160,4,4,280.82,0.0,0.0,85,4,2606
2012-10-15 06:00:00,0,266,49,5,170,6,6,280.39,0.0,0.0,85,4,5714
2012-10-15 07:00:00,0,192,66,5,170,6,6,280.19,0.0,0.0,100,4,6798
2012-10-15 08:00:00,0,36,75,4,160,9,9,279.82,0.0,0.0,100,4,6114
2012-10-15 09:00:00,0,149,70,4,160,1,1,279.75,0.0,0.0,100,4,5094
2012-10-15 10:00:00,0,269,81,4,170,7,7,280.07,0.0,0.0,100,4,4473
2012-10-15 11:00:00,0,89,81,4,170,8,8,280.32,0.0,0.0,90,0,4529
2012-10-15 12:00:00,0,189,87,2,160,2,2,281.72,0.0,0.0,100,1,4823
2012-10-15 13:00:00,0,276,87,3,140,5,5,284.01,0.0,0.0,40,0,4872
2012-10-15 14:00:00,0,61,100,3,110,5,5,285.88,0.0,0.0,1,1,5238
2012-10-15 15:00:00,0,93,100,1,120,1,1,286.87,0.0,0.0,1,1,5584
2012-10-15 16:00:00,0,165,87,0,0,5,5,287.6,0.0,0.0,20,0,6246
2012-10-15 17:00:00,0,113,87,2,60,8,8,287.27,0.0,0.0,20,0,5957
2012-10-15 18:00:00,0,106,100,2,70,9,9,286.18,0.0,0.0,20,0,4535
2012-10-15 19:00:00,0,134,93,2,90,4,4,285.2,0.0,0.0,75,0,3234
2012-10-15 20:00:00,0,192,100,2,30,8,8,284.68,0.0,0.0,75,0,2677
