is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,snow_p_h,clouds_all,traffic_volume,is_holiday_lag,humidity_lag,wind_direction_lag,dew_point_lag,air_pollution_index_lag,wind_speed_lag,visibility_in_miles_lag,temperature_lag,snow_p_h_lag,clouds_all_lag,traffic_volume_lag
0,2,75,0,0,7,7,297.32,0.0,1,5501,0.0,84.0,0.0,6.0,3.0,0.0,6.0,296.38,0.0,1.0,5178.0
0,3,57,0,0,2,2,298.17,0.0,1,5713,0.0,75.0,0.0,7.0,2.0,0.0,7.0,297.32,0.0,1.0,5501.0
0,3,53,1,63,5,5,298.06,0.0,20,6292,0.0,57.0,0.0,2.0,3.0,0.0,2.0,298.17,0.0,1.0,5713.0
0,0,49,2,126,5,5,297.67,0.0,20,6057,0.0,53.0,63.0,5.0,3.0,1.0,5.0,298.06,0.0,20.0,6292.0
0,3,45,3,190,5,5,296.36,0.0,40,4907,0.0,49.0,126.0,5.0,0.0,2.0,5.0,297.67,0.0,20.0,6057.0
0,3,37,3,170,6,6,293.85,0.0,40,3503,0.0,45.0,190.0,5.0,3.0,3.0,5.0,296.36,0.0,40.0,4907.0
0,3,28,3,190,5,5,292.43,0.0,40,3037,0.0,37.0,170.0,6.0,3.0,3.0,6.0,293.85,0.0,40.0,3503.0
0,2,30,2,0,7,7,291.77,0.0,75,2822,0.0,28.0,190.0,5.0,3.0,3.0,5.0,292.43,0.0,40.0,3037.0
0,1,26,4,140,4,4,291.36,0.0,75,1992,0.0,30.0,0.0,7.0,2.0,2.0,7.0,291.77,0.0,75.0,2822.0
0,2,26,3,170,1,1,291.12,0.0,75,1166,0.0,26.0,140.0,4.0,1.0,4.0,4.0,291.36,0.0,75.0,1992.0
0,1,26,3,200,6,6,290.63,0.0,75,627,0.0,26.0,170.0,1.0,2.0,3.0,1.0,291.12,0.0,75.0,1166.0
0,2,30,3,180,9,9,290.46,0.0,40,388,0.0,26.0,200.0,6.0,1.0,3.0,6.0,290.63,0.0,75.0,627.0
0,2,34,2,150,4,4,289.26,0.0,0,368,0.0,30.0,180.0,9.0,2.0,3.0,9.0,290.46,0.0,40.0,388.0
0,3,41,2,140,7,7,283.21,0.0,75,2489,0.0,34.0,150.0,4.0,2.0,2.0,4.0,289.26,0.0,0.0,368.0
0,2,47,3,140,3,3,282.24,0.0,90,5537,0.0,41.0,140.0,7.0,3.0,2.0,7.0,283.21,0.0,75.0,2489.0
0,2,47,2,160,9,9,281.69,0.0,90,6628,0.0,47.0,140.0,3.0,2.0,3.0,3.0,282.24,0.0,90.0,5537.0
0,1,47,2,160,9,9,280.57,0.0,90,5534,0.0,47.0,160.0,9.0,2.0,2.0,9.0,281.69,0.0,90.0,6628.0
0,2,54,2,130,6,6,280.02,0.0,75,5403,0.0,47.0,160.0,9.0,1.0,2.0,9.0,280.57,0.0,90.0,5534.0
0,2,71,0,0,5,5,280.11,0.0,75,4770,0.0,54.0,130.0,6.0,2.0,2.0,6.0,280.02,0.0,75.0,5403.0
0,3,58,2,110,8,8,280.0,0.0,90,5217,0.0,71.0,0.0,5.0,2.0,0.0,5.0,280.11,0.0,75.0,4770.0
0,0,76,2,150,9,9,280.53,0.0,90,5870,0.0,58.0,110.0,8.0,3.0,2.0,8.0,280.0,0.0,90.0,5217.0
0,2,71,3,110,5,5,281.43,0.0,75,5967,0.0,76.0,150.0,9.0,0.0,2.0,9.0,280.53,0.0,90.0,5870.0
0,1,71,1,110,5,5,281.78,0.0,90,6108,0.0,71.0,110.0,5.0,2.0,3.0,5.0,281.43,0.0,75.0,5967.0
0,3,76,2,110,3,3,281.91,0.0,90,6128,0.0,71.0,110.0,5.0,1.0,1.0,5.0,281.78,0.0,90.0,6108.0
0,3,76,2,120,2,2,281.73,0.0,90,6069,0.0,76.0,110.0,3.0,3.0,2.0,3.0,281.91,0.0,90.0,6128.0
0,2,71,1,110,9,9,281.42,0.0,90,6169,0.0,76.0,120.0,2.0,3.0,2.0,2.0,281.73,0.0,90.0,6069.0
0,1,54,0,0,8,8,280.87,0.0,90,5384,0.0,71.0,110.0,9.0,2.0,1.0,9.0,281.42,0.0,90.0,6169.0
0,0,45,2,160,2,2,280.15,0.0,90,4063,0.0,54.0,0.0,8.0,1.0,0.0,8.0,280.87,0.0,90.0,5384.0
0,3,35,2,0,6,6,279.78,0.0,90,3364,0.0,45.0,160.0,2.0,0.0,2.0,2.0,280.15,0.0,90.0,4063.0
0,2,27,4,160,9,9,279.65,0.0,75,2971,0.0,35.0,0.0,6.0,3.0,2.0,6.0,279.78,0.0,90.0,3364.0
0,3,25,4,180,4,4,279.22,0.0,40,2450,0.0,27.0,160.0,9.0,2.0,4.0,9.0,279.65,0.0,75.0,2971.0
0,3,25,4,160,4,4,279.06,0.0,40,1832,0.0,25.0,180.0,4.0,3.0,4.0,4.0,279.22,0.0,40.0,2450.0
0,2,23,5,150,6,6,278.81,0.0,90,1231,0.0,25.0,160.0,4.0,3.0,4.0,4.0,279.06,0.0,40.0,1832.0
0,3,23,5,160,4,4,278.55,0.0,90,718,0.0,23.0,150.0,6.0,2.0,5.0,6.0,278.81,0.0,90.0,1231.0
0,0,25,4,150,7,7,278.59,0.0,90,545,0.0,23.0,160.0,4.0,3.0,5.0,4.0,278.55,0.0,90.0,718.0
0,1,32,2,140,9,9,276.99,0.0,75,411,0.0,25.0,150.0,7.0,0.0,4.0,7.0,278.59,0.0,90.0,545.0
0,0,30,3,130,7,7,276.35,0.0,20,688,0.0,32.0,140.0,9.0,1.0,2.0,9.0,276.99,0.0,75.0,411.0
0,2,37,3,130,1,1,275.4,0.0,1,1352,0.0,30.0,130.0,7.0,0.0,3.0,7.0,276.35,0.0,20.0,688.0
0,2,42,3,140,9,9,275.17,0.0,1,2072,0.0,37.0,130.0,1.0,2.0,3.0,1.0,275.4,0.0,1.0,1352.0
0,2,45,5,140,3,3,274.99,0.0,1,3342,0.0,42.0,140.0,9.0,2.0,3.0,9.0,275.17,0.0,1.0,2072.0
0,1,45,5,140,2,2,275.09,0.0,40,4258,0.0,45.0,140.0,3.0,2.0,5.0,3.0,274.99,0.0,1.0,3342.0
0,0,48,5,140,2,2,276.88,0.0,20,4861,0.0,45.0,140.0,2.0,1.0,5.0,2.0,275.09,0.0,40.0,4258.0
0,2,24,2,194,7,7,278.04,0.0,20,5191,0.0,48.0,140.0,2.0,0.0,5.0,2.0,276.88,0.0,20.0,4861.0
0,3,24,0,248,6,6,279.08,0.0,40,5669,0.0,24.0,194.0,7.0,2.0,2.0,7.0,278.04,0.0,20.0,5191.0
0,3,31,4,239,6,6,280.12,0.0,75,5074,0.0,24.0,248.0,6.0,3.0,0.0,6.0,279.08,0.0,40.0,5669.0
0,3,62,9,230,7,7,280.25,0.0,75,5025,0.0,31.0,239.0,6.0,3.0,4.0,6.0,280.12,0.0,75.0,5074.0
0,2,70,5,240,5,5,280.0,0.0,75,5153,0.0,62.0,230.0,7.0,3.0,9.0,7.0,280.25,0.0,75.0,5025.0
0,1,70,9,240,5,5,279.06,0.0,90,5024,0.0,70.0,240.0,5.0,2.0,5.0,5.0,280.0,0.0,75.0,5153.0
0,1,70,8,250,1,1,278.91,0.0,90,4779,0.0,70.0,240.0,5.0,1.0,9.0,5.0,279.06,0.0,90.0,5024.0
0,2,70,7,250,1,1,278.39,0.0,90,4362,0.0,70.0,250.0,1.0,1.0,8.0,1.0,278.91,0.0,90.0,4779.0
0,2,61,9,250,8,8,278.16,0.0,90,3860,0.0,70.0,250.0,1.0,2.0,7.0,1.0,278.39,0.0,90.0,4362.0
0,1,65,9,260,2,2,278.16,0.0,90,3160,0.0,61.0,250.0,8.0,2.0,9.0,8.0,278.16,0.0,90.0,3860.0
0,2,70,8,250,1,1,277.93,0.0,90,2992,0.0,65.0,260.0,2.0,1.0,9.0,2.0,278.16,0.0,90.0,3160.0
0,1,70,10,270,5,5,276.9,0.0,90,3202,0.0,70.0,250.0,1.0,2.0,8.0,1.0,277.93,0.0,90.0,2992.0
0,0,70,12,260,5,5,276.34,0.0,75,1941,0.0,70.0,270.0,5.0,1.0,10.0,5.0,276.9,0.0,90.0,3202.0
0,3,70,10,260,2,2,276.11,0.0,75,1233,0.0,70.0,260.0,5.0,0.0,12.0,5.0,276.34,0.0,75.0,1941.0
0,0,70,12,270,6,6,275.73,0.0,90,323,0.0,70.0,260.0,2.0,3.0,10.0,2.0,276.11,0.0,75.0,1233.0
0,3,70,8,260,7,7,275.65,0.0,90,312,0.0,70.0,270.0,6.0,0.0,12.0,6.0,275.73,0.0,90.0,323.0
0,3,70,7,270,4,4,275.51,0.0,75,627,0.0,70.0,260.0,7.0,3.0,8.0,7.0,275.65,0.0,90.0,312.0
0,0,52,8,280,9,9,275.05,0.0,90,1508,0.0,70.0,270.0,4.0,3.0,7.0,4.0,275.51,0.0,75.0,627.0
0,2,52,8,290,3,3,274.77,0.0,90,1539,0.0,52.0,280.0,9.0,0.0,8.0,9.0,275.05,0.0,90.0,1508.0
0,3,52,5,280,9,9,274.77,0.0,75,2232,0.0,52.0,290.0,3.0,2.0,8.0,3.0,274.77,0.0,90.0,1539.0
0,2,56,7,290,7,7,275.55,0.0,75,4568,0.0,52.0,280.0,9.0,3.0,5.0,9.0,274.77,0.0,75.0,2232.0
0,3,56,8,280,7,7,276.24,0.0,75,4624,0.0,56.0,290.0,7.0,2.0,7.0,7.0,275.55,0.0,75.0,4568.0
0,3,56,7,290,1,1,277.01,0.0,90,4529,0.0,56.0,280.0,7.0,3.0,8.0,7.0,276.24,0.0,75.0,4624.0
0,3,56,9,270,5,5,277.43,0.0,90,5139,0.0,56.0,290.0,1.0,3.0,7.0,1.0,277.01,0.0,90.0,4529.0
0,3,56,8,270,5,5,278.45,0.0,90,6640,0.0,56.0,270.0,5.0,3.0,9.0,5.0,277.43,0.0,90.0,5139.0
0,2,28,8,275,8,8,279.27,0.0,90,6589,0.0,56.0,270.0,5.0,3.0,8.0,5.0,278.45,0.0,90.0,6640.0
0,2,56,9,280,1,1,279.27,0.0,90,4429,0.0,28.0,275.0,8.0,2.0,8.0,8.0,279.27,0.0,90.0,6589.0
0,2,60,7,280,7,7,279.44,0.0,90,4329,0.0,56.0,280.0,1.0,2.0,9.0,1.0,279.27,0.0,90.0,4429.0
0,2,64,6,270,5,5,279.32,0.0,90,3833,0.0,60.0,280.0,7.0,2.0,7.0,7.0,279.44,0.0,90.0,4329.0
0,2,69,5,260,4,4,279.27,0.0,90,4015,0.0,64.0,270.0,5.0,2.0,6.0,5.0,279.32,0.0,90.0,3833.0
0,2,80,4,260,1,1,278.11,0.0,90,3382,0.0,69.0,260.0,4.0,2.0,5.0,4.0,279.27,0.0,90.0,4015.0
0,3,80,5,250,2,2,276.79,0.0,75,2815,0.0,80.0,260.0,1.0,2.0,4.0,1.0,278.11,0.0,90.0,3382.0
0,0,60,7,280,4,4,275.73,0.0,90,2110,0.0,80.0,250.0,2.0,3.0,5.0,2.0,276.79,0.0,75.0,2815.0
0,1,56,8,260,5,5,274.88,0.0,75,1555,0.0,60.0,280.0,4.0,0.0,7.0,4.0,275.73,0.0,90.0,2110.0
0,1,45,8,290,9,9,273.92,0.0,20,959,0.0,56.0,260.0,5.0,1.0,8.0,5.0,274.88,0.0,75.0,1555.0
1,2,45,9,300,5,5,273.08,0.0,20,455,0.0,45.0,290.0,9.0,1.0,8.0,9.0,273.92,0.0,20.0,959.0
0,0,42,7,290,6,6,272.62,0.0,20,336,1.0,45.0,300.0,5.0,2.0,9.0,5.0,273.08,0.0,20.0,455.0
0,2,42,8,280,7,7,271.78,0.0,1,265,0.0,42.0,290.0,6.0,0.0,7.0,6.0,272.62,0.0,20.0,336.0
0,1,45,10,310,8,8,271.05,0.0,1,314,0.0,42.0,280.0,7.0,2.0,8.0,7.0,271.78,0.0,1.0,265.0
0,2,48,7,300,6,6,270.63,0.0,1,779,0.0,45.0,310.0,8.0,1.0,10.0,8.0,271.05,0.0,1.0,314.0
0,2,48,8,290,2,2,270.33,0.0,1,2571,0.0,48.0,300.0,6.0,2.0,7.0,6.0,270.63,0.0,1.0,779.0
0,2,52,6,290,6,6,269.61,0.0,20,5563,0.0,48.0,290.0,2.0,2.0,8.0,2.0,270.33,0.0,1.0,2571.0
0,3,52,8,280,9,9,270.01,0.0,20,6676,0.0,52.0,290.0,6.0,2.0,6.0,6.0,269.61,0.0,20.0,5563.0
0,2,56,7,300,4,4,271.23,0.0,20,5966,0.0,52.0,280.0,9.0,3.0,8.0,9.0,270.01,0.0,20.0,6676.0
0,3,55,8,310,6,6,273.71,0.0,20,4832,0.0,56.0,300.0,4.0,2.0,7.0,4.0,271.23,0.0,20.0,5966.0
0,3,55,6,300,4,4,276.77,0.0,20,4395,0.0,55.0,310.0,6.0,3.0,8.0,6.0,273.71,0.0,20.0,4832.0
0,3,59,5,300,7,7,279.47,0.0,20,4411,0.0,55.0,300.0,4.0,3.0,6.0,4.0,276.77,0.0,20.0,4395.0
0,2,62,5,300,1,1,279.84,0.0,1,4648,0.0,59.0,300.0,7.0,3.0,5.0,7.0,279.47,0.0,20.0,4411.0
0,3,65,5,300,1,1,282.34,0.0,40,4602,0.0,62.0,300.0,1.0,2.0,5.0,1.0,279.84,0.0,1.0,4648.0
0,3,69,5,300,9,9,282.94,0.0,40,5125,0.0,65.0,300.0,1.0,3.0,5.0,1.0,282.34,0.0,40.0,4602.0
0,1,69,7,310,1,1,283.48,0.0,1,5502,0.0,69.0,300.0,9.0,3.0,5.0,9.0,282.94,0.0,40.0,5125.0
0,2,69,5,320,5,5,284.33,0.0,1,5979,0.0,69.0,310.0,1.0,1.0,7.0,1.0,283.48,0.0,1.0,5502.0
0,1,69,6,330,9,9,284.48,0.0,40,5663,0.0,69.0,320.0,5.0,2.0,5.0,5.0,284.33,0.0,1.0,5979.0
0,1,74,4,320,1,1,284.23,0.0,40,4259,0.0,69.0,330.0,9.0,1.0,6.0,9.0,284.48,0.0,40.0,5663.0
0,1,74,4,330,8,8,281.99,0.0,20,3069,0.0,74.0,320.0,1.0,1.0,4.0,1.0,284.23,0.0,40.0,4259.0
0,3,69,5,330,6,6,279.81,0.0,1,2378,0.0,74.0,330.0,8.0,1.0,4.0,8.0,281.99,0.0,20.0,3069.0
0,1,64,4,340,5,5,279.35,0.0,1,2030,0.0,69.0,330.0,6.0,3.0,5.0,6.0,279.81,0.0,1.0,2378.0
0,0,55,6,340,5,5,278.9,0.0,1,1400,0.0,64.0,340.0,5.0,1.0,4.0,5.0,279.35,0.0,1.0,2030.0
0,3,59,5,330,8,8,278.46,0.0,1,917,0.0,55.0,340.0,5.0,0.0,6.0,5.0,278.9,0.0,1.0,1400.0
0,2,41,4,340,8,8,277.78,0.0,1,515,0.0,59.0,330.0,8.0,3.0,5.0,8.0,278.46,0.0,1.0,917.0
0,2,41,4,350,1,1,277.27,0.0,1,302,0.0,41.0,340.0,8.0,2.0,4.0,8.0,277.78,0.0,1.0,515.0
0,2,41,4,310,9,9,277.47,0.0,1,251,0.0,41.0,350.0,1.0,2.0,4.0,1.0,277.27,0.0,1.0,302.0
0,0,45,2,320,8,8,276.97,0.0,20,798,0.0,41.0,310.0,9.0,2.0,4.0,9.0,277.47,0.0,1.0,251.0
0,0,41,5,350,7,7,276.52,0.0,40,2678,0.0,45.0,320.0,8.0,0.0,2.0,8.0,276.97,0.0,20.0,798.0
0,3,38,3,350,8,8,276.6,0.0,40,5733,0.0,41.0,350.0,7.0,0.0,5.0,7.0,276.52,0.0,40.0,2678.0
0,3,38,2,360,4,4,277.31,0.0,75,6449,0.0,38.0,350.0,8.0,3.0,3.0,8.0,276.6,0.0,40.0,5733.0
0,1,41,1,290,6,6,278.38,0.0,90,5765,0.0,38.0,360.0,4.0,3.0,2.0,4.0,277.31,0.0,75.0,6449.0
0,2,48,1,270,3,3,279.35,0.0,90,5599,0.0,41.0,290.0,6.0,1.0,1.0,6.0,278.38,0.0,90.0,5765.0
0,3,51,1,250,2,2,281.37,0.0,90,4534,0.0,48.0,270.0,3.0,2.0,1.0,3.0,279.35,0.0,90.0,5599.0
0,1,59,0,0,4,4,283.11,0.0,90,4691,0.0,51.0,250.0,2.0,3.0,1.0,2.0,281.37,0.0,90.0,4534.0
0,3,64,1,250,8,8,284.08,0.0,75,5067,0.0,59.0,0.0,4.0,1.0,0.0,4.0,283.11,0.0,90.0,4691.0
0,3,69,0,0,4,4,285.14,0.0,75,5030,0.0,64.0,250.0,8.0,3.0,1.0,8.0,284.08,0.0,75.0,5067.0
0,1,69,0,0,1,1,286.35,0.0,90,5300,0.0,69.0,0.0,4.0,3.0,0.0,4.0,285.14,0.0,75.0,5030.0
0,2,69,1,220,6,6,287.23,0.0,100,5777,0.0,69.0,0.0,1.0,1.0,0.0,1.0,286.35,0.0,90.0,5300.0
0,1,80,1,200,1,1,288.53,0.0,90,6349,0.0,69.0,220.0,6.0,2.0,1.0,6.0,287.23,0.0,100.0,5777.0
0,1,79,1,200,8,8,290.37,0.0,90,6127,0.0,80.0,200.0,1.0,1.0,1.0,1.0,288.53,0.0,90.0,6349.0
0,3,79,1,200,6,6,290.13,0.0,90,4460,0.0,79.0,200.0,8.0,1.0,1.0,8.0,290.37,0.0,90.0,6127.0
0,2,74,2,230,6,6,288.86,0.0,75,3418,0.0,79.0,200.0,6.0,3.0,1.0,6.0,290.13,0.0,90.0,4460.0
0,0,74,0,0,4,4,287.36,0.0,90,2775,0.0,74.0,230.0,6.0,2.0,2.0,6.0,288.86,0.0,75.0,3418.0
0,3,74,3,220,1,1,285.11,0.0,90,2306,0.0,74.0,0.0,4.0,0.0,0.0,4.0,287.36,0.0,90.0,2775.0
0,3,51,5,230,2,2,283.46,0.0,90,1846,0.0,74.0,220.0,1.0,3.0,3.0,1.0,285.11,0.0,90.0,2306.0
0,2,44,4,230,4,4,282.45,0.0,90,947,0.0,51.0,230.0,2.0,3.0,5.0,2.0,283.46,0.0,90.0,1846.0
0,1,42,3,220,7,7,281.88,0.0,90,494,0.0,44.0,230.0,4.0,2.0,4.0,4.0,282.45,0.0,90.0,947.0
0,3,31,4,230,3,3,281.78,0.0,90,332,0.0,42.0,220.0,7.0,1.0,3.0,7.0,281.88,0.0,90.0,494.0
0,2,27,5,220,1,1,281.09,0.0,75,261,0.0,31.0,230.0,3.0,3.0,4.0,3.0,281.78,0.0,90.0,332.0
0,2,31,4,210,5,5,281.17,0.0,90,361,0.0,27.0,220.0,1.0,2.0,5.0,1.0,281.09,0.0,75.0,261.0
0,0,25,4,210,3,3,281.25,0.0,92,5875,0.0,31.0,210.0,5.0,2.0,4.0,5.0,281.17,0.0,90.0,361.0
0,2,21,6,220,2,2,281.25,0.0,99,6793,0.0,25.0,210.0,3.0,0.0,4.0,3.0,281.25,0.0,92.0,5875.0
0,2,27,2,170,2,2,280.1,0.0,99,6283,0.0,21.0,220.0,2.0,2.0,6.0,2.0,281.25,0.0,99.0,6793.0
0,3,33,3,160,3,3,279.61,0.0,99,5680,0.0,27.0,170.0,2.0,2.0,2.0,2.0,280.1,0.0,99.0,6283.0
0,1,39,3,170,2,2,279.67,0.0,99,4632,0.0,33.0,160.0,3.0,3.0,3.0,3.0,279.61,0.0,99.0,5680.0
0,1,45,2,130,2,2,280.19,0.0,1,4887,0.0,39.0,170.0,2.0,1.0,3.0,2.0,279.67,0.0,99.0,4632.0
0,1,51,2,140,3,3,282.09,0.0,75,5030,0.0,45.0,130.0,2.0,1.0,2.0,2.0,280.19,0.0,1.0,4887.0
0,3,42,2,200,7,7,282.26,0.0,75,5067,0.0,51.0,140.0,3.0,1.0,2.0,3.0,282.09,0.0,75.0,5030.0
0,3,45,2,195,9,9,282.05,0.0,90,5227,0.0,42.0,200.0,7.0,3.0,2.0,7.0,282.26,0.0,75.0,5067.0
0,1,48,3,190,2,2,281.59,0.0,90,5610,0.0,45.0,195.0,9.0,3.0,2.0,9.0,282.05,0.0,90.0,5227.0
0,1,52,2,190,2,2,281.23,0.0,81,6286,0.0,48.0,190.0,2.0,1.0,3.0,2.0,281.59,0.0,90.0,5610.0
0,2,52,2,180,8,8,282.6,0.0,81,4775,0.0,52.0,190.0,2.0,1.0,2.0,2.0,281.23,0.0,81.0,6286.0
0,3,56,2,190,8,8,282.6,0.0,81,3340,0.0,52.0,180.0,8.0,2.0,2.0,8.0,282.6,0.0,81.0,4775.0
