date_time,is_holiday,air_pollution_index,wind_speed,visibility_in_miles,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,traffic_volume,air_pollution_index_lag,wind_speed_lag,visibility_in_miles_lag,temperature_lag,rain_p_h_lag,snow_p_h_lag,clouds_all_lag,weather_type_lag,traffice_volume_lag
2012-10-02 21:00:00,0,2,4,4,288.61,0.0,0.0,1,1,2361,2.0,3.0,5.0,289.38,0.0,0.0,1.0,1.0,2784.0
2012-10-02 22:00:00,0,0,4,7,287.16,0.0,0.0,1,1,1529,2.0,4.0,4.0,288.61,0.0,0.0,1.0,1.0,2361.0
2012-10-02 23:00:00,0,2,4,5,285.45,0.0,0.0,1,1,963,0.0,4.0,7.0,287.16,0.0,0.0,1.0,1.0,1529.0
2012-10-03 00:00:00,0,1,4,2,284.63,0.0,0.0,1,1,506,2.0,4.0,5.0,285.45,0.0,0.0,1.0,1.0,963.0
2012-10-03 01:00:00,0,2,4,6,283.47,0.0,0.0,1,1,321,1.0,4.0,2.0,284.63,0.0,0.0,1.0,1.0,506.0
2012-10-03 02:00:00,0,2,4,1,281.18,0.0,0.0,1,1,273,2.0,4.0,6.0,283.47,0.0,0.0,1.0,1.0,321.0
2012-10-03 03:00:00,0,2,4,7,281.09,0.0,0.0,1,1,367,2.0,4.0,1.0,281.18,0.0,0.0,1.0,1.0,273.0
2012-10-03 04:00:00,0,2,4,4,279.53,0.0,0.0,1,1,814,2.0,4.0,7.0,281.09,0.0,0.0,1.0,1.0,367.0
2012-10-03 05:00:00,0,2,4,3,278.62,0.0,0.0,1,1,2718,2.0,4.0,4.0,279.53,0.0,0.0,1.0,1.0,814.0
2012-10-03 06:00:00,0,1,4,4,278.23,0.0,0.0,1,1,5673,2.0,4.0,3.0,278.62,0.0,0.0,1.0,1.0,2718.0
2012-10-03 08:00:00,0,1,4,4,278.12,0.0,0.0,1,1,6511,1.0,4.0,4.0,278.23,0.0,0.0,1.0,1.0,5673.0
2012-10-03 09:00:00,0,3,4,4,282.48,0.0,0.0,1,1,5471,1.0,4.0,4.0,278.12,0.0,0.0,1.0,1.0,6511.0
2012-10-03 12:00:00,0,1,4,3,291.97,0.0,0.0,1,1,5097,3.0,4.0,4.0,282.48,0.0,0.0,1.0,1.0,5471.0
2012-10-03 13:00:00,0,1,4,1,293.23,0.0,0.0,1,1,4887,1.0,4.0,3.0,291.97,0.0,0.0,1.0,1.0,5097.0
2012-10-03 14:00:00,0,3,4,4,294.31,0.0,0.0,1,1,5337,1.0,4.0,1.0,293.23,0.0,0.0,1.0,1.0,4887.0
2012-10-03 15:00:00,0,1,5,3,295.17,0.0,0.0,1,1,5692,3.0,4.0,4.0,294.31,0.0,0.0,1.0,1.0,5337.0
2012-10-03 16:00:00,0,3,4,1,295.13,0.0,0.0,1,1,6137,1.0,5.0,3.0,295.17,0.0,0.0,1.0,1.0,5692.0
2012-10-03 18:00:00,0,2,5,4,293.66,0.0,0.0,20,0,4623,3.0,4.0,1.0,295.13,0.0,0.0,1.0,1.0,6137.0
2012-10-03 19:00:00,0,3,7,1,290.65,0.0,0.0,20,0,3591,2.0,5.0,4.0,293.66,0.0,0.0,20.0,0.0,4623.0
2012-10-03 20:00:00,0,3,6,1,288.19,0.0,0.0,20,0,2898,3.0,7.0,1.0,290.65,0.0,0.0,20.0,0.0,3591.0
2012-10-03 21:00:00,0,1,5,8,287.1,0.0,0.0,1,1,2637,3.0,6.0,1.0,288.19,0.0,0.0,20.0,0.0,2898.0
2012-10-03 22:00:00,0,3,5,4,286.25,0.0,0.0,1,1,1777,1.0,5.0,8.0,287.1,0.0,0.0,1.0,1.0,2637.0
2012-10-03 23:00:00,0,2,3,9,285.26,0.0,0.0,1,1,1015,3.0,5.0,4.0,286.25,0.0,0.0,1.0,1.0,1777.0
2012-10-04 00:00:00,0,3,5,8,284.55,0.0,0.0,1,1,598,2.0,3.0,9.0,285.26,0.0,0.0,1.0,1.0,1015.0
2012-10-04 01:00:00,0,3,5,5,283.47,0.0,0.0,1,1,369,3.0,5.0,8.0,284.55,0.0,0.0,1.0,1.0,598.0
2012-10-04 02:00:00,0,2,4,5,283.17,0.0,0.0,1,1,312,3.0,5.0,5.0,283.47,0.0,0.0,1.0,1.0,369.0
2012-10-04 03:00:00,0,1,6,1,282.04,0.0,0.0,1,1,367,2.0,4.0,5.0,283.17,0.0,0.0,1.0,1.0,312.0
2012-10-04 04:00:00,0,0,5,1,281.69,0.0,0.0,1,1,835,1.0,6.0,1.0,282.04,0.0,0.0,1.0,1.0,367.0
2012-10-04 05:00:00,0,3,5,4,281.32,0.0,0.0,1,1,2726,0.0,5.0,1.0,281.69,0.0,0.0,1.0,1.0,835.0
2012-10-04 06:00:00,0,2,4,4,280.74,0.0,0.0,1,1,5689,3.0,5.0,4.0,281.32,0.0,0.0,1.0,1.0,2726.0
2012-10-04 07:00:00,0,2,4,2,280.57,0.0,0.0,1,1,6990,2.0,4.0,4.0,280.74,0.0,0.0,1.0,1.0,5689.0
2012-10-04 08:00:00,0,1,4,5,281.86,0.0,0.0,1,1,5985,2.0,4.0,2.0,280.57,0.0,0.0,1.0,1.0,6990.0
2012-10-04 09:00:00,0,2,0,6,284.98,0.0,0.0,1,1,5309,1.0,4.0,5.0,281.86,0.0,0.0,1.0,1.0,5985.0
2012-10-04 10:00:00,0,2,0,8,289.18,0.0,0.0,1,1,4603,2.0,0.0,6.0,284.98,0.0,0.0,1.0,1.0,5309.0
2012-10-04 11:00:00,0,1,1,1,291.55,0.0,0.0,1,1,4884,2.0,0.0,8.0,289.18,0.0,0.0,1.0,1.0,4603.0
2012-10-04 12:00:00,0,3,0,4,294.97,0.0,0.0,1,1,5104,1.0,1.0,1.0,291.55,0.0,0.0,1.0,1.0,4884.0
2012-10-04 13:00:00,0,3,0,6,296.38,0.0,0.0,1,1,5178,3.0,0.0,4.0,294.97,0.0,0.0,1.0,1.0,5104.0
2012-10-04 14:00:00,0,2,0,7,297.32,0.0,0.0,1,1,5501,3.0,0.0,6.0,296.38,0.0,0.0,1.0,1.0,5178.0
2012-10-04 15:00:00,0,3,0,2,298.17,0.0,0.0,1,1,5713,2.0,0.0,7.0,297.32,0.0,0.0,1.0,1.0,5501.0
2012-10-04 16:00:00,0,3,1,5,298.06,0.0,0.0,20,0,6292,3.0,0.0,2.0,298.17,0.0,0.0,1.0,1.0,5713.0
2012-10-04 17:00:00,0,0,2,5,297.67,0.0,0.0,20,0,6057,3.0,1.0,5.0,298.06,0.0,0.0,20.0,0.0,6292.0
2012-10-04 18:00:00,0,3,3,5,296.36,0.0,0.0,40,0,4907,0.0,2.0,5.0,297.67,0.0,0.0,20.0,0.0,6057.0
2012-10-04 19:00:00,0,3,3,6,293.85,0.0,0.0,40,0,3503,3.0,3.0,5.0,296.36,0.0,0.0,40.0,0.0,4907.0
2012-10-04 20:00:00,0,3,3,5,292.43,0.0,0.0,40,0,3037,3.0,3.0,6.0,293.85,0.0,0.0,40.0,0.0,3503.0
2012-10-04 21:00:00,0,2,2,7,291.77,0.0,0.0,75,0,2822,3.0,3.0,5.0,292.43,0.0,0.0,40.0,0.0,3037.0
2012-10-04 22:00:00,0,1,4,4,291.36,0.0,0.0,75,0,1992,2.0,2.0,7.0,291.77,0.0,0.0,75.0,0.0,2822.0
2012-10-04 23:00:00,0,2,3,1,291.12,0.0,0.0,75,0,1166,1.0,4.0,4.0,291.36,0.0,0.0,75.0,0.0,1992.0
2012-10-05 00:00:00,0,1,3,6,290.63,0.0,0.0,75,0,627,2.0,3.0,1.0,291.12,0.0,0.0,75.0,0.0,1166.0
2012-10-05 01:00:00,0,2,3,9,290.46,0.0,0.0,40,0,388,1.0,3.0,6.0,290.63,0.0,0.0,75.0,0.0,627.0
2012-10-05 03:00:00,0,2,2,4,289.26,0.0,0.0,0,1,368,2.0,3.0,9.0,290.46,0.0,0.0,40.0,0.0,388.0
2012-10-05 05:00:00,0,3,2,7,283.21,0.0,0.0,75,0,2489,2.0,2.0,4.0,289.26,0.0,0.0,0.0,1.0,368.0
2012-10-05 06:00:00,0,2,3,3,282.24,0.0,0.0,90,0,5537,3.0,2.0,7.0,283.21,0.0,0.0,75.0,0.0,2489.0
2012-10-05 07:00:00,0,2,2,9,281.69,0.0,0.0,90,0,6628,2.0,3.0,3.0,282.24,0.0,0.0,90.0,0.0,5537.0
2012-10-05 08:00:00,0,1,2,9,280.57,0.0,0.0,90,0,5534,2.0,2.0,9.0,281.69,0.0,0.0,90.0,0.0,6628.0
2012-10-05 09:00:00,0,2,2,6,280.02,0.0,0.0,75,0,5403,1.0,2.0,9.0,280.57,0.0,0.0,90.0,0.0,5534.0
2012-10-05 10:00:00,0,2,0,5,280.11,0.0,0.0,75,0,4770,2.0,2.0,6.0,280.02,0.0,0.0,75.0,0.0,5403.0
2012-10-05 11:00:00,0,3,2,8,280.0,0.0,0.0,90,0,5217,2.0,0.0,5.0,280.11,0.0,0.0,75.0,0.0,4770.0
2012-10-05 12:00:00,0,0,2,9,280.53,0.0,0.0,90,0,5870,3.0,2.0,8.0,280.0,0.0,0.0,90.0,0.0,5217.0
2012-10-05 13:00:00,0,2,3,5,281.43,0.0,0.0,75,0,5967,0.0,2.0,9.0,280.53,0.0,0.0,90.0,0.0,5870.0
2012-10-05 14:00:00,0,1,1,5,281.78,0.0,0.0,90,0,6108,2.0,3.0,5.0,281.43,0.0,0.0,75.0,0.0,5967.0
2012-10-05 15:00:00,0,3,2,3,281.91,0.0,0.0,90,0,6128,1.0,1.0,5.0,281.78,0.0,0.0,90.0,0.0,6108.0
2012-10-05 16:00:00,0,3,2,2,281.73,0.0,0.0,90,0,6069,3.0,2.0,3.0,281.91,0.0,0.0,90.0,0.0,6128.0
2012-10-05 17:00:00,0,2,1,9,281.42,0.0,0.0,90,0,6169,3.0,2.0,2.0,281.73,0.0,0.0,90.0,0.0,6069.0
2012-10-05 18:00:00,0,1,0,8,280.87,0.0,0.0,90,0,5384,2.0,1.0,9.0,281.42,0.0,0.0,90.0,0.0,6169.0
2012-10-05 19:00:00,0,0,2,2,280.15,0.0,0.0,90,0,4063,1.0,0.0,8.0,280.87,0.0,0.0,90.0,0.0,5384.0
2012-10-05 20:00:00,0,3,2,6,279.78,0.0,0.0,90,0,3364,0.0,2.0,2.0,280.15,0.0,0.0,90.0,0.0,4063.0
2012-10-05 21:00:00,0,2,4,9,279.65,0.0,0.0,75,0,2971,3.0,2.0,6.0,279.78,0.0,0.0,90.0,0.0,3364.0
2012-10-05 22:00:00,0,3,4,4,279.22,0.0,0.0,40,0,2450,2.0,4.0,9.0,279.65,0.0,0.0,75.0,0.0,2971.0
2012-10-05 23:00:00,0,3,4,4,279.06,0.0,0.0,40,0,1832,3.0,4.0,4.0,279.22,0.0,0.0,40.0,0.0,2450.0
2012-10-06 00:00:00,0,2,5,6,278.81,0.0,0.0,90,0,1231,3.0,4.0,4.0,279.06,0.0,0.0,40.0,0.0,1832.0
2012-10-06 01:00:00,0,3,5,4,278.55,0.0,0.0,90,0,718,2.0,5.0,6.0,278.81,0.0,0.0,90.0,0.0,1231.0
2012-10-06 02:00:00,0,0,4,7,278.59,0.0,0.0,90,0,545,3.0,5.0,4.0,278.55,0.0,0.0,90.0,0.0,718.0
2012-10-06 04:00:00,0,1,2,9,276.99,0.0,0.0,75,0,411,0.0,4.0,7.0,278.59,0.0,0.0,90.0,0.0,545.0
2012-10-06 05:00:00,0,0,3,7,276.35,0.0,0.0,20,0,688,1.0,2.0,9.0,276.99,0.0,0.0,75.0,0.0,411.0
2012-10-06 06:00:00,0,2,3,1,275.4,0.0,0.0,1,1,1352,0.0,3.0,7.0,276.35,0.0,0.0,20.0,0.0,688.0
2012-10-06 07:00:00,0,2,3,9,275.17,0.0,0.0,1,1,2072,2.0,3.0,1.0,275.4,0.0,0.0,1.0,1.0,1352.0
2012-10-06 08:00:00,0,2,5,3,274.99,0.0,0.0,1,1,3342,2.0,3.0,9.0,275.17,0.0,0.0,1.0,1.0,2072.0
2012-10-06 09:00:00,0,1,5,2,275.09,0.0,0.0,40,0,4258,2.0,5.0,3.0,274.99,0.0,0.0,1.0,1.0,3342.0
2012-10-06 10:00:00,0,0,5,2,276.88,0.0,0.0,20,0,4861,1.0,5.0,2.0,275.09,0.0,0.0,40.0,0.0,4258.0
2012-10-06 11:00:00,0,2,2,7,278.04,0.0,0.0,20,0,5191,0.0,5.0,2.0,276.88,0.0,0.0,20.0,0.0,4861.0
2012-10-06 12:00:00,0,3,0,6,279.08,0.0,0.0,40,0,5669,2.0,2.0,7.0,278.04,0.0,0.0,20.0,0.0,5191.0
2012-10-06 13:00:00,0,3,4,6,280.12,0.0,0.0,75,0,5074,3.0,0.0,6.0,279.08,0.0,0.0,40.0,0.0,5669.0
2012-10-06 14:00:00,0,3,9,7,280.25,0.0,0.0,75,0,5025,3.0,4.0,6.0,280.12,0.0,0.0,75.0,0.0,5074.0
2012-10-06 15:00:00,0,2,5,5,280.0,0.0,0.0,75,0,5153,3.0,9.0,7.0,280.25,0.0,0.0,75.0,0.0,5025.0
2012-10-06 16:00:00,0,1,9,5,279.06,0.0,0.0,90,0,5024,2.0,5.0,5.0,280.0,0.0,0.0,75.0,0.0,5153.0
2012-10-06 17:00:00,0,1,8,1,278.91,0.0,0.0,90,0,4779,1.0,9.0,5.0,279.06,0.0,0.0,90.0,0.0,5024.0
2012-10-06 18:00:00,0,2,7,1,278.39,0.0,0.0,90,0,4362,1.0,8.0,1.0,278.91,0.0,0.0,90.0,0.0,4779.0
2012-10-06 19:00:00,0,2,9,8,278.16,0.0,0.0,90,0,3860,2.0,7.0,1.0,278.39,0.0,0.0,90.0,0.0,4362.0
2012-10-06 20:00:00,0,1,9,2,278.16,0.0,0.0,90,0,3160,2.0,9.0,8.0,278.16,0.0,0.0,90.0,0.0,3860.0
2012-10-06 21:00:00,0,2,8,1,277.93,0.0,0.0,90,0,2992,1.0,9.0,2.0,278.16,0.0,0.0,90.0,0.0,3160.0
2012-10-06 22:00:00,0,1,10,5,276.9,0.0,0.0,90,0,3202,2.0,8.0,1.0,277.93,0.0,0.0,90.0,0.0,2992.0
2012-10-06 23:00:00,0,0,12,5,276.34,0.0,0.0,75,0,1941,1.0,10.0,5.0,276.9,0.0,0.0,90.0,0.0,3202.0
2012-10-07 00:00:00,0,3,10,2,276.11,0.0,0.0,75,0,1233,0.0,12.0,5.0,276.34,0.0,0.0,75.0,0.0,1941.0
2012-10-07 03:00:00,0,0,12,6,275.73,0.0,0.0,90,0,323,3.0,10.0,2.0,276.11,0.0,0.0,75.0,0.0,1233.0
2012-10-07 04:00:00,0,3,8,7,275.65,0.0,0.0,90,0,312,0.0,12.0,6.0,275.73,0.0,0.0,90.0,0.0,323.0
2012-10-07 05:00:00,0,3,7,4,275.51,0.0,0.0,75,0,627,3.0,8.0,7.0,275.65,0.0,0.0,90.0,0.0,312.0
2012-10-07 06:00:00,0,0,8,9,275.05,0.0,0.0,90,0,1508,3.0,7.0,4.0,275.51,0.0,0.0,75.0,0.0,627.0
2012-10-07 07:00:00,0,2,8,3,274.77,0.0,0.0,90,0,1539,0.0,8.0,9.0,275.05,0.0,0.0,90.0,0.0,1508.0
2012-10-07 08:00:00,0,3,5,9,274.77,0.0,0.0,75,0,2232,2.0,8.0,3.0,274.77,0.0,0.0,90.0,0.0,1539.0
2012-10-07 09:00:00,0,2,7,7,275.55,0.0,0.0,75,0,4568,3.0,5.0,9.0,274.77,0.0,0.0,75.0,0.0,2232.0
2012-10-07 10:00:00,0,3,8,7,276.24,0.0,0.0,75,0,4624,2.0,7.0,7.0,275.55,0.0,0.0,75.0,0.0,4568.0
2012-10-07 11:00:00,0,3,7,1,277.01,0.0,0.0,90,0,4529,3.0,8.0,7.0,276.24,0.0,0.0,75.0,0.0,4624.0
2012-10-07 12:00:00,0,3,9,5,277.43,0.0,0.0,90,0,5139,3.0,7.0,1.0,277.01,0.0,0.0,90.0,0.0,4529.0
2012-10-07 13:00:00,0,3,8,5,278.45,0.0,0.0,90,0,6640,3.0,9.0,5.0,277.43,0.0,0.0,90.0,0.0,5139.0
2012-10-07 14:00:00,0,2,8,8,279.27,0.0,0.0,90,0,6589,3.0,8.0,5.0,278.45,0.0,0.0,90.0,0.0,6640.0
2012-10-07 15:00:00,0,2,9,1,279.27,0.0,0.0,90,0,4429,2.0,8.0,8.0,279.27,0.0,0.0,90.0,0.0,6589.0
2012-10-07 16:00:00,0,2,7,7,279.44,0.0,0.0,90,0,4329,2.0,9.0,1.0,279.27,0.0,0.0,90.0,0.0,4429.0
2012-10-07 17:00:00,0,2,6,5,279.32,0.0,0.0,90,0,3833,2.0,7.0,7.0,279.44,0.0,0.0,90.0,0.0,4329.0
2012-10-07 18:00:00,0,2,5,4,279.27,0.0,0.0,90,0,4015,2.0,6.0,5.0,279.32,0.0,0.0,90.0,0.0,3833.0
2012-10-07 19:00:00,0,2,4,1,278.11,0.0,0.0,90,0,3382,2.0,5.0,4.0,279.27,0.0,0.0,90.0,0.0,4015.0
2012-10-07 20:00:00,0,3,5,2,276.79,0.0,0.0,75,0,2815,2.0,4.0,1.0,278.11,0.0,0.0,90.0,0.0,3382.0
2012-10-07 21:00:00,0,0,7,4,275.73,0.0,0.0,90,0,2110,3.0,5.0,2.0,276.79,0.0,0.0,75.0,0.0,2815.0
2012-10-07 22:00:00,0,1,8,5,274.88,0.0,0.0,75,0,1555,0.0,7.0,4.0,275.73,0.0,0.0,90.0,0.0,2110.0
2012-10-07 23:00:00,0,1,8,9,273.92,0.0,0.0,20,0,959,1.0,8.0,5.0,274.88,0.0,0.0,75.0,0.0,1555.0
2012-10-08 00:00:00,1,2,9,5,273.08,0.0,0.0,20,0,455,1.0,8.0,9.0,273.92,0.0,0.0,20.0,0.0,959.0
2012-10-08 01:00:00,0,0,7,6,272.62,0.0,0.0,20,0,336,2.0,9.0,5.0,273.08,0.0,0.0,20.0,0.0,455.0
2012-10-08 02:00:00,0,2,8,7,271.78,0.0,0.0,1,1,265,0.0,7.0,6.0,272.62,0.0,0.0,20.0,0.0,336.0
2012-10-08 03:00:00,0,1,10,8,271.05,0.0,0.0,1,1,314,2.0,8.0,7.0,271.78,0.0,0.0,1.0,1.0,265.0
2012-10-08 04:00:00,0,2,7,6,270.63,0.0,0.0,1,1,779,1.0,10.0,8.0,271.05,0.0,0.0,1.0,1.0,314.0
2012-10-08 05:00:00,0,2,8,2,270.33,0.0,0.0,1,1,2571,2.0,7.0,6.0,270.63,0.0,0.0,1.0,1.0,779.0
2012-10-08 06:00:00,0,2,6,6,269.61,0.0,0.0,20,0,5563,2.0,8.0,2.0,270.33,0.0,0.0,1.0,1.0,2571.0
2012-10-08 07:00:00,0,3,8,9,270.01,0.0,0.0,20,0,6676,2.0,6.0,6.0,269.61,0.0,0.0,20.0,0.0,5563.0
2012-10-08 08:00:00,0,2,7,4,271.23,0.0,0.0,20,0,5966,3.0,8.0,9.0,270.01,0.0,0.0,20.0,0.0,6676.0
2012-10-08 09:00:00,0,3,8,6,273.71,0.0,0.0,20,0,4832,2.0,7.0,4.0,271.23,0.0,0.0,20.0,0.0,5966.0
2012-10-08 10:00:00,0,3,6,4,276.77,0.0,0.0,20,0,4395,3.0,8.0,6.0,273.71,0.0,0.0,20.0,0.0,4832.0
2012-10-08 11:00:00,0,3,5,7,279.47,0.0,0.0,20,0,4411,3.0,6.0,4.0,276.77,0.0,0.0,20.0,0.0,4395.0
2012-10-08 12:00:00,0,2,5,1,279.84,0.0,0.0,1,1,4648,3.0,5.0,7.0,279.47,0.0,0.0,20.0,0.0,4411.0
2012-10-08 13:00:00,0,3,5,1,282.34,0.0,0.0,40,0,4602,2.0,5.0,1.0,279.84,0.0,0.0,1.0,1.0,4648.0
2012-10-08 14:00:00,0,3,5,9,282.94,0.0,0.0,40,0,5125,3.0,5.0,1.0,282.34,0.0,0.0,40.0,0.0,4602.0
2012-10-08 15:00:00,0,1,7,1,283.48,0.0,0.0,1,1,5502,3.0,5.0,9.0,282.94,0.0,0.0,40.0,0.0,5125.0
2012-10-08 16:00:00,0,2,5,5,284.33,0.0,0.0,1,1,5979,1.0,7.0,1.0,283.48,0.0,0.0,1.0,1.0,5502.0
2012-10-08 17:00:00,0,1,6,9,284.48,0.0,0.0,40,0,5663,2.0,5.0,5.0,284.33,0.0,0.0,1.0,1.0,5979.0
2012-10-08 18:00:00,0,1,4,1,284.23,0.0,0.0,40,0,4259,1.0,6.0,9.0,284.48,0.0,0.0,40.0,0.0,5663.0
2012-10-08 19:00:00,0,1,4,8,281.99,0.0,0.0,20,0,3069,1.0,4.0,1.0,284.23,0.0,0.0,40.0,0.0,4259.0
2012-10-08 20:00:00,0,3,5,6,279.81,0.0,0.0,1,1,2378,1.0,4.0,8.0,281.99,0.0,0.0,20.0,0.0,3069.0
2012-10-08 21:00:00,0,1,4,5,279.35,0.0,0.0,1,1,2030,3.0,5.0,6.0,279.81,0.0,0.0,1.0,1.0,2378.0
2012-10-08 22:00:00,0,0,6,5,278.9,0.0,0.0,1,1,1400,1.0,4.0,5.0,279.35,0.0,0.0,1.0,1.0,2030.0
2012-10-08 23:00:00,0,3,5,8,278.46,0.0,0.0,1,1,917,0.0,6.0,5.0,278.9,0.0,0.0,1.0,1.0,1400.0
2012-10-09 00:00:00,0,2,4,8,277.78,0.0,0.0,1,1,515,3.0,5.0,8.0,278.46,0.0,0.0,1.0,1.0,917.0
2012-10-09 01:00:00,0,2,4,1,277.27,0.0,0.0,1,1,302,2.0,4.0,8.0,277.78,0.0,0.0,1.0,1.0,515.0
2012-10-09 02:00:00,0,2,4,9,277.47,0.0,0.0,1,1,251,2.0,4.0,1.0,277.27,0.0,0.0,1.0,1.0,302.0
2012-10-09 04:00:00,0,0,2,8,276.97,0.0,0.0,20,0,798,2.0,4.0,9.0,277.47,0.0,0.0,1.0,1.0,251.0
2012-10-09 05:00:00,0,0,5,7,276.52,0.0,0.0,40,0,2678,0.0,2.0,8.0,276.97,0.0,0.0,20.0,0.0,798.0
2012-10-09 06:00:00,0,3,3,8,276.6,0.0,0.0,40,0,5733,0.0,5.0,7.0,276.52,0.0,0.0,40.0,0.0,2678.0
2012-10-09 07:00:00,0,3,2,4,277.31,0.0,0.0,75,0,6449,3.0,3.0,8.0,276.6,0.0,0.0,40.0,0.0,5733.0
2012-10-09 08:00:00,0,1,1,6,278.38,0.0,0.0,90,0,5765,3.0,2.0,4.0,277.31,0.0,0.0,75.0,0.0,6449.0
2012-10-09 09:00:00,0,2,1,3,279.35,0.0,0.0,90,0,5599,1.0,1.0,6.0,278.38,0.0,0.0,90.0,0.0,5765.0
2012-10-09 10:00:00,0,3,1,2,281.37,0.0,0.0,90,0,4534,2.0,1.0,3.0,279.35,0.0,0.0,90.0,0.0,5599.0
2012-10-09 11:00:00,0,1,0,4,283.11,0.0,0.0,90,0,4691,3.0,1.0,2.0,281.37,0.0,0.0,90.0,0.0,4534.0
2012-10-09 12:00:00,0,3,1,8,284.08,0.0,0.0,75,0,5067,1.0,0.0,4.0,283.11,0.0,0.0,90.0,0.0,4691.0
2012-10-09 13:00:00,0,3,0,4,285.14,0.0,0.0,75,0,5030,3.0,1.0,8.0,284.08,0.0,0.0,75.0,0.0,5067.0
2012-10-09 14:00:00,0,1,0,1,286.35,0.0,0.0,90,0,5300,3.0,0.0,4.0,285.14,0.0,0.0,75.0,0.0,5030.0
2012-10-09 15:00:00,0,2,1,6,287.23,0.0,0.0,100,2,5777,1.0,0.0,1.0,286.35,0.0,0.0,90.0,0.0,5300.0
2012-10-09 16:00:00,0,1,1,1,288.53,0.0,0.0,90,0,6349,2.0,1.0,6.0,287.23,0.0,0.0,100.0,2.0,5777.0
2012-10-09 17:00:00,0,1,1,8,290.37,0.0,0.0,90,0,6127,1.0,1.0,1.0,288.53,0.0,0.0,90.0,0.0,6349.0
2012-10-09 18:00:00,0,3,1,6,290.13,0.0,0.0,90,0,4460,1.0,1.0,8.0,290.37,0.0,0.0,90.0,0.0,6127.0
2012-10-09 19:00:00,0,2,2,6,288.86,0.0,0.0,75,0,3418,3.0,1.0,6.0,290.13,0.0,0.0,90.0,0.0,4460.0
2012-10-09 20:00:00,0,0,0,4,287.36,0.0,0.0,90,0,2775,2.0,2.0,6.0,288.86,0.0,0.0,75.0,0.0,3418.0
2012-10-09 21:00:00,0,3,3,1,285.11,0.0,0.0,90,0,2306,0.0,0.0,4.0,287.36,0.0,0.0,90.0,0.0,2775.0
2012-10-09 22:00:00,0,3,5,2,283.46,0.0,0.0,90,0,1846,3.0,3.0,1.0,285.11,0.0,0.0,90.0,0.0,2306.0
2012-10-09 23:00:00,0,2,4,4,282.45,0.0,0.0,90,0,947,3.0,5.0,2.0,283.46,0.0,0.0,90.0,0.0,1846.0
2012-10-10 00:00:00,0,1,3,7,281.88,0.0,0.0,90,0,494,2.0,4.0,4.0,282.45,0.0,0.0,90.0,0.0,947.0
2012-10-10 01:00:00,0,3,4,3,281.78,0.0,0.0,90,0,332,1.0,3.0,7.0,281.88,0.0,0.0,90.0,0.0,494.0
2012-10-10 02:00:00,0,2,5,1,281.09,0.0,0.0,75,0,261,3.0,4.0,3.0,281.78,0.0,0.0,90.0,0.0,332.0
2012-10-10 03:00:00,0,2,4,5,281.17,0.0,0.0,90,0,361,2.0,5.0,1.0,281.09,0.0,0.0,75.0,0.0,261.0
2012-10-10 06:00:00,0,0,4,3,281.25,0.0,0.0,92,1,5875,2.0,4.0,5.0,281.17,0.0,0.0,90.0,0.0,361.0
2012-10-10 07:00:00,0,2,6,2,281.25,0.0,0.0,99,2,6793,0.0,4.0,3.0,281.25,0.0,0.0,92.0,1.0,5875.0
